eventType,circuitCode,region,serviceYear,name,theme,themeScripture,venue,address,startDate,endDate,language
CIRCUIT_ASSEMBLY_BR,MA-10-S,US-MA,2026,2025-2026 Circuit Assembly (MA-10-S),”Oiga lo que el espíritu les dice a las congregaciones”,Apocalipsis 3:22,Natick Assembly Hall of Jehovah's Witnesses,85 Bacon St Natick MA 01760-2901,2026-03-22,2026-03-22,es
